Airline ID,Airline Code,Flight Number,Departure Airport Code,Arrival Airport code,Air Time,Scheduled Departure,Actual Departure,Scheduled Arrival,Actual Arrival,Delay In Minutes
308481435,FL,234,CAK,BOS,75,11:08:00+00,11:04:00+00,12:23:00+00,12:20:00+00,-7
308498714,FL,240,FLL,BWI,125,11:29:00+00,11:30:00+00,13:34:00+00,13:43:00+00,10
308522591,FL,241,MCO,CAK,118,21:08:00+00,21:15:00+00,23:06:00+00,23:11:00+00,12
308481453,FL,243,CAK,MCO,111,12:09:00+00,12:03:00+00,14:00:00+00,13:58:00+00,-8
308498713,FL,244,FLL,BWI,139,15:43:00+00,15:34:00+00,18:02:00+00,17:44:00+00,-27
308486664,FL,246,CMH,ATL,70,21:50:00+00,21:50:00+00,23:00:00+00,22:59:00+00,-1
308478737,FL,247,BOS,CAK,84,13:35:00+00,13:30:00+00,14:59:00+00,14:48:00+00,-16
308480812,FL,249,BWI,FLL,137,15:35:00+00,15:33:00+00,17:52:00+00,17:33:00+00,-21
308472888,FL,25,ATL,MCO,65,13:04:00+00,13:13:00+00,14:09:00+00,14:12:00+00,12
308472310,FL,253,ATL,BUF,101,00:32:00+00,00:26:00+00,02:13:00+00,02:08:00+00,-11
308498676,FL,254,FLL,ATL,93,22:41:00+00,23:00:00+00,00:14:00+00,00:26:00+00,31
308480811,FL,255,BWI,FLL,146,21:59:00+00,21:53:00+00,00:25:00+00,23:54:00+00,1403
308498721,FL,256,FLL,BWI,127,21:49:00+00,21:52:00+00,23:56:00+00,23:59:00+00,6
308489882,FL,258,DAY,ATL,74,10:58:00+00,10:56:00+00,12:12:00+00,12:11:00+00,-3
308480773,FL,262,BWI,DAY,64,01:29:00+00,01:24:00+00,02:33:00+00,02:23:00+00,-15
308525361,FL,263,MKE,MCO,134,20:52:00+00,20:56:00+00,23:06:00+00,23:10:00+00,8
308489936,FL,264,DAY,MCO,107,14:58:00+00,15:12:00+00,16:45:00+00,16:59:00+00,28
308537233,FL,265,PIT,MCO,107,19:29:00+00,19:34:00+00,21:16:00+00,21:17:00+00,6
308490014,FL,266,DCA,ATL,80,10:10:00+00,10:11:00+00,11:30:00+00,11:27:00+00,-2
308490013,FL,267,DCA,ATL,80,13:38:00+00,13:38:00+00,14:58:00+00,14:55:00+00,-3
308490028,FL,268,DCA,ATL,80,16:54:00+00,16:48:00+00,18:14:00+00,18:09:00+00,-11
308489884,FL,269,DAY,ATL,73,20:38:00+00,20:25:00+00,21:51:00+00,21:34:00+00,-30
308472886,FL,27,ATL,MCO,64,14:29:00+00,14:37:00+00,15:33:00+00,15:38:00+00,13
308490027,FL,270,DCA,ATL,79,20:05:00+00,20:00:00+00,21:24:00+00,21:14:00+00,-15
308490290,FL,273,DCA,MKE,95,10:41:00+00,10:35:00+00,12:16:00+00,12:08:00+00,-14
308490291,FL,274,DCA,MKE,96,15:35:00+00,15:29:00+00,17:11:00+00,16:58:00+00,-19
308490292,FL,275,DCA,MKE,95,18:23:00+00,18:39:00+00,19:58:00+00,20:16:00+00,34
308490289,FL,276,DCA,MKE,94,21:18:00+00,21:24:00+00,22:52:00+00,23:04:00+00,18
308546774,FL,28,SNA,SFO,60,01:10:00+00,01:12:00+00,02:10:00+00,02:10:00+00,2
308494521,FL,281,DTW,ATL,90,10:19:00+00,10:09:00+00,11:49:00+00,11:31:00+00,-28
308494520,FL,283,DTW,ATL,90,22:20:00+00,22:26:00+00,23:50:00+00,23:53:00+00,9
308515842,FL,29,LAS,SNA,43,16:42:00+00,16:40:00+00,17:25:00+00,17:18:00+00,-9
308498690,FL,292,FLL,ATL,92,21:00:00+00,20:56:00+00,22:32:00+00,22:24:00+00,-12
308498715,FL,301,FLL,BWI,128,00:55:00+00,00:56:00+00,03:03:00+00,03:08:00+00,6
308472840,FL,31,ATL,LGA,103,21:48:00+00,21:51:00+00,23:31:00+00,23:39:00+00,11
308522582,FL,312,MCO,BUF,137,22:42:00+00,22:32:00+00,00:59:00+00,00:47:00+00,-22
308473698,FL,317,AUS,ATL,116,23:10:00+00,23:03:00+00,01:06:00+00,00:47:00+00,-26
308472822,FL,32,ATL,LGA,102,18:59:00+00,18:55:00+00,20:41:00+00,20:41:00+00,-4
308508709,FL,324,IND,ATL,63,22:59:00+00,23:11:00+00,00:02:00+00,00:19:00+00,29
308508799,FL,326,IND,MCO,111,20:58:00+00,20:53:00+00,22:49:00+00,22:44:00+00,-10
308508800,FL,327,IND,MCO,111,15:15:00+00,15:08:00+00,17:06:00+00,16:57:00+00,-16
308508710,FL,329,IND,ATL,63,10:39:00+00,10:40:00+00,11:42:00+00,11:45:00+00,4
308508841,FL,330,IND,RSW,121,11:07:00+00,11:07:00+00,13:08:00+00,13:04:00+00,-4
308508844,FL,332,IND,TPA,108,13:02:00+00,12:57:00+00,14:50:00+00,14:45:00+00,-10
308510152,FL,334,JAX,ATL,50,11:12:00+00,11:14:00+00,12:02:00+00,12:02:00+00,2
308510146,FL,335,JAX,ATL,50,14:49:00+00,14:41:00+00,15:39:00+00,15:27:00+00,-20
308510151,FL,337,JAX,ATL,51,00:34:00+00,00:37:00+00,01:25:00+00,01:23:00+00,1
308515413,FL,338,LAS,ATL,220,13:13:00+00,13:08:00+00,16:53:00+00,16:47:00+00,-11
308510150,FL,339,JAX,ATL,50,18:44:00+00,18:49:00+00,19:34:00+00,19:37:00+00,8
308515908,FL,342,LAX,ATL,243,13:24:00+00,13:20:00+00,17:27:00+00,17:12:00+00,-19
308515909,FL,343,LAX,ATL,244,19:59:00+00,20:00:00+00,00:03:00+00,00:01:00+00,-1
308517474,FL,346,LGA,ATL,105,12:26:00+00,12:28:00+00,14:11:00+00,14:10:00+00,1
308517473,FL,347,LGA,ATL,105,10:18:00+00,10:27:00+00,12:03:00+00,12:12:00+00,18
308517489,FL,348,LGA,ATL,105,17:30:00+00,17:47:00+00,19:15:00+00,19:32:00+00,34
308472839,FL,35,ATL,LGA,102,11:21:00+00,11:25:00+00,13:03:00+00,13:12:00+00,13
308517475,FL,350,LGA,ATL,105,18:26:00+00,19:01:00+00,20:11:00+00,20:42:00+00,66
308517555,FL,353,LGA,CAK,60,14:21:00+00,14:50:00+00,15:21:00+00,15:51:00+00,59
308472345,FL,355,ATL,CAK,77,13:08:00+00,13:07:00+00,14:25:00+00,14:23:00+00,-3
308472277,FL,356,ATL,BOS,126,01:19:00+00,01:23:00+00,03:25:00+00,03:35:00+00,14
308522347,FL,359,MCI,ATL,92,10:33:00+00,10:33:00+00,12:05:00+00,12:04:00+00,-1
308522348,FL,360,MCI,ATL,92,17:13:00+00,17:11:00+00,18:45:00+00,18:43:00+00,-4
308522548,FL,363,MCO,ATL,69,12:12:00+00,12:14:00+00,13:21:00+00,13:19:00+00,0
308522535,FL,364,MCO,ATL,69,13:23:00+00,13:21:00+00,14:32:00+00,14:24:00+00,-10
308522546,FL,365,MCO,ATL,68,15:35:00+00,15:30:00+00,16:43:00+00,16:31:00+00,-17
308522547,FL,368,MCO,ATL,68,21:47:00+00,21:54:00+00,22:55:00+00,22:55:00+00,7
308522604,FL,369,MCO,CMH,109,19:00:00+00,18:59:00+00,20:49:00+00,20:44:00+00,-6
308523221,FL,37,MDW,ATL,81,15:36:00+00,15:28:00+00,16:57:00+00,16:46:00+00,-19
308486751,FL,379,CMH,MCO,107,16:30:00+00,16:24:00+00,18:17:00+00,18:05:00+00,-18
308522592,FL,381,MCO,CAK,118,23:21:00+00,23:16:00+00,01:19:00+00,01:11:00+00,-13
308472318,FL,382,ATL,BWI,86,14:31:00+00,14:29:00+00,15:57:00+00,15:52:00+00,-7
308515903,FL,39,LAX,ATL,240,06:58:00+00,06:54:00+00,10:58:00+00,10:51:00+00,-11
308472319,FL,391,ATL,BWI,86,19:11:00+00,19:55:00+00,20:37:00+00,21:17:00+00,84
308472320,FL,392,ATL,BWI,86,12:59:00+00,12:52:00+00,14:25:00+00,14:17:00+00,-15
308480680,FL,393,BWI,ATL,84,00:01:00+00,00:00:00+00,01:25:00+00,01:19:00+00,-7
308522756,FL,397,MCO,MKE,140,15:11:00+00,15:15:00+00,17:31:00+00,17:37:00+00,10
308522735,FL,399,MCO,MDW,143,00:58:00+00,00:52:00+00,03:21:00+00,03:09:00+00,-18
308472788,FL,40,ATL,LAX,236,01:24:00+00,01:22:00+00,05:20:00+00,05:25:00+00,3
308522780,FL,400,MCO,PHL,123,22:48:00+00,22:42:00+00,00:51:00+00,00:45:00+00,-12
308522757,FL,402,MCO,MKE,142,22:23:00+00,22:22:00+00,00:45:00+00,00:42:00+00,-4
308523957,FL,403,MEM,MDW,72,11:06:00+00,10:58:00+00,12:18:00+00,12:15:00+00,-11
308523369,FL,405,MDW,MEM,72,13:44:00+00,13:52:00+00,14:56:00+00,14:59:00+00,11
308523956,FL,408,MEM,MCO,100,15:48:00+00,15:52:00+00,17:28:00+00,17:30:00+00,6
308522742,FL,409,MCO,MEM,94,18:51:00+00,18:51:00+00,20:25:00+00,20:26:00+00,1
308546728,FL,41,SNA,LAS,50,02:24:00+00,02:55:00+00,03:14:00+00,03:43:00+00,60
308480388,FL,411,BUF,ATL,97,17:07:00+00,16:58:00+00,18:44:00+00,18:37:00+00,-16
308523216,FL,412,MDW,ATL,81,10:34:00+00,10:31:00+00,11:55:00+00,11:49:00+00,-9
308523217,FL,413,MDW,ATL,81,18:14:00+00,18:22:00+00,19:35:00+00,19:40:00+00,13
308523215,FL,416,MDW,ATL,81,22:04:00+00,21:54:00+00,23:25:00+00,23:15:00+00,-20
308472311,FL,417,ATL,BUF,102,19:47:00+00,19:59:00+00,21:29:00+00,21:35:00+00,18
308522588,FL,419,MCO,BWI,113,17:32:00+00,17:38:00+00,19:25:00+00,19:33:00+00,14
308472786,FL,42,ATL,LAS,214,02:25:00+00,02:21:00+00,05:59:00+00,05:59:00+00,-4
308523367,FL,420,MDW,MCO,130,13:09:00+00,13:07:00+00,15:19:00+00,15:21:00+00,0
308522779,FL,423,MCO,PHL,122,16:15:00+00,16:14:00+00,18:17:00+00,18:24:00+00,6
308523892,FL,424,MEM,ATL,50,12:12:00+00,12:16:00+00,13:02:00+00,13:05:00+00,7
308523891,FL,425,MEM,ATL,50,14:55:00+00,15:09:00+00,15:45:00+00,16:01:00+00,30
308523890,FL,426,MEM,ATL,50,16:30:00+00,16:26:00+00,17:20:00+00,17:15:00+00,-9
308523899,FL,427,MEM,BWI,106,21:19:00+00,21:27:00+00,23:05:00+00,23:11:00+00,14
308472278,FL,428,ATL,BOS,122,12:59:00+00,12:50:00+00,15:01:00+00,14:59:00+00,-11
308472755,FL,43,ATL,JAX,47,02:37:00+00,02:43:00+00,03:24:00+00,03:21:00+00,3
308525275,FL,430,MKE,ATL,90,10:18:00+00,10:30:00+00,11:48:00+00,12:01:00+00,25
308472290,FL,431,ATL,BOS,122,14:47:00+00,14:36:00+00,16:49:00+00,16:47:00+00,-13
308525276,FL,432,MKE,ATL,90,18:12:00+00,18:07:00+00,19:42:00+00,19:36:00+00,-11
308478691,FL,433,BOS,ATL,131,17:52:00+00,17:56:00+00,20:03:00+00,20:00:00+00,1
308525309,FL,435,MKE,DCA,91,15:26:00+00,15:19:00+00,16:57:00+00,16:51:00+00,-13
308525310,FL,437,MKE,DCA,92,00:21:00+00,00:19:00+00,01:53:00+00,01:48:00+00,-7
308525359,FL,438,MKE,MCO,134,13:27:00+00,13:23:00+00,15:41:00+00,15:36:00+00,-9
308523441,FL,439,MDW,RSW,140,19:09:00+00,19:11:00+00,21:29:00+00,21:28:00+00,1
308525402,FL,441,MKE,RSW,147,12:08:00+00,12:04:00+00,14:35:00+00,14:28:00+00,-11
308523958,FL,442,MEM,MDW,71,00:01:00+00,23:50:00+00,01:12:00+00,01:05:00+00,1422
308526592,FL,445,MSP,ATL,115,11:11:00+00,11:05:00+00,13:06:00+00,12:59:00+00,-13
308525277,FL,446,MKE,ATL,91,22:29:00+00,22:20:00+00,00:00:00+00,23:56:00+00,1427
308472976,FL,447,ATL,MKE,98,14:33:00+00,14:23:00+00,16:11:00+00,15:58:00+00,-23
308541105,FL,449,RSW,PIT,133,14:09:00+00,14:02:00+00,16:22:00+00,16:16:00+00,-13
308523370,FL,450,MDW,MEM,73,02:20:00+00,02:24:00+00,03:33:00+00,03:34:00+00,5
308527217,FL,451,MSY,ATL,64,23:03:00+00,23:00:00+00,00:07:00+00,00:04:00+00,-6
308472975,FL,453,ATL,MKE,96,12:59:00+00,13:01:00+00,14:35:00+00,14:33:00+00,0
308473211,FL,454,ATL,RIC,67,02:24:00+00,02:28:00+00,03:31:00+00,03:37:00+00,10
308473036,FL,455,ATL,MSY,63,20:58:00+00,21:02:00+00,22:01:00+00,22:02:00+00,5
308534365,FL,456,PBI,ATL,85,10:30:00+00,10:27:00+00,11:55:00+00,11:44:00+00,-14
308472983,FL,457,ATL,MKE,97,20:01:00+00,20:03:00+00,21:38:00+00,21:38:00+00,2
308535979,FL,458,PHL,ATL,95,10:13:00+00,10:12:00+00,11:48:00+00,11:41:00+00,-8
308525272,FL,459,MKE,ATL,89,17:02:00+00,16:56:00+00,18:31:00+00,18:26:00+00,-11
308536292,FL,463,PHL,MCO,117,12:18:00+00,12:31:00+00,14:15:00+00,14:24:00+00,22
308536293,FL,464,PHL,MCO,116,19:18:00+00,19:08:00+00,21:14:00+00,20:59:00+00,-25
308522794,FL,467,MCO,PIT,116,16:38:00+00,16:42:00+00,18:34:00+00,18:39:00+00,9
308537133,FL,470,PIT,ATL,77,22:49:00+00,22:48:00+00,00:06:00+00,00:01:00+00,-6
308537232,FL,472,PIT,MCO,108,10:10:00+00,10:06:00+00,11:58:00+00,11:44:00+00,-18
308537284,FL,476,PIT,TPA,113,15:40:00+00,15:31:00+00,17:33:00+00,17:18:00+00,-24
308538086,FL,479,PNS,ATL,44,23:17:00+00,23:28:00+00,00:01:00+00,00:11:00+00,21
308515422,FL,48,LAS,ATL,221,18:20:00+00,18:17:00+00,22:01:00+00,21:56:00+00,-8
308473342,FL,480,ATL,STL,73,20:34:00+00,20:51:00+00,21:47:00+00,22:03:00+00,33
308538085,FL,482,PNS,ATL,44,16:12:00+00,16:12:00+00,16:56:00+00,16:55:00+00,-1
308552060,FL,487,TPA,PIT,121,20:55:00+00,20:49:00+00,22:56:00+00,22:43:00+00,-19
308540040,FL,488,RDU,ATL,61,00:24:00+00,00:21:00+00,01:25:00+00,01:14:00+00,-14
308540039,FL,489,RDU,ATL,61,21:47:00+00,21:41:00+00,22:48:00+00,22:37:00+00,-17
308472890,FL,49,ATL,MCO,64,19:21:00+00,20:03:00+00,20:25:00+00,21:03:00+00,80
308540471,FL,491,RIC,ATL,75,00:14:00+00,00:08:00+00,01:29:00+00,01:15:00+00,-20
308540534,FL,492,RIC,MCO,97,15:21:00+00,15:18:00+00,16:58:00+00,16:45:00+00,-16
308522835,FL,493,MCO,STL,119,15:24:00+00,15:27:00+00,17:23:00+00,17:23:00+00,3
308547534,FL,494,STL,MCO,123,18:22:00+00,18:22:00+00,20:25:00+00,20:20:00+00,-5
308547535,FL,498,STL,MCO,123,11:18:00+00,11:19:00+00,13:21:00+00,13:14:00+00,-6
308522833,FL,499,MCO,STL,118,00:50:00+00,00:49:00+00,02:48:00+00,02:45:00+00,-4
308472603,FL,50,ATL,FLL,89,02:23:00+00,02:38:00+00,03:52:00+00,03:53:00+00,16
308541057,FL,500,RSW,ATL,78,10:51:00+00,10:53:00+00,12:09:00+00,12:08:00+00,1
308473343,FL,501,ATL,STL,73,13:00:00+00,12:55:00+00,14:13:00+00,14:04:00+00,-14
308541056,FL,503,RSW,ATL,77,22:36:00+00,22:28:00+00,23:53:00+00,23:43:00+00,-18
308480711,FL,506,BWI,BOS,61,01:05:00+00,01:08:00+00,02:06:00+00,02:07:00+00,4
308541068,FL,508,RSW,BWI,129,17:54:00+00,17:44:00+00,20:03:00+00,19:47:00+00,-26
308541076,FL,509,RSW,DCA,122,15:23:00+00,15:17:00+00,17:25:00+00,17:22:00+00,-9
308472672,FL,51,ATL,HOU,93,12:59:00+00,13:07:00+00,14:32:00+00,14:43:00+00,19
308541100,FL,518,RSW,MKE,154,20:48:00+00,20:46:00+00,23:22:00+00,23:24:00+00,0
308540474,FL,52,RIC,ATL,75,11:55:00+00,11:51:00+00,13:10:00+00,13:01:00+00,-13
308541752,FL,522,SAT,ATL,120,22:11:00+00,22:08:00+00,00:11:00+00,00:07:00+00,-7
308473248,FL,524,ATL,SAT,118,13:09:00+00,13:20:00+00,15:07:00+00,15:21:00+00,25
308473247,FL,526,ATL,SAT,118,14:58:00+00,15:02:00+00,16:56:00+00,16:56:00+00,4
308498697,FL,528,FLL,ATL,93,23:45:00+00,23:42:00+00,01:18:00+00,01:09:00+00,-12
308540473,FL,53,RIC,ATL,74,18:47:00+00,19:17:00+00,20:01:00+00,20:32:00+00,61
308541753,FL,530,SAT,ATL,122,18:06:00+00,17:58:00+00,20:08:00+00,19:55:00+00,-21
308506080,FL,54,HOU,ATL,100,15:45:00+00,15:37:00+00,17:25:00+00,17:09:00+00,-24
308547392,FL,544,STL,ATL,73,15:11:00+00,15:06:00+00,16:24:00+00,16:14:00+00,-15
308547391,FL,545,STL,ATL,74,22:46:00+00,22:55:00+00,00:00:00+00,00:05:00+00,14
308551895,FL,546,TPA,ATL,64,10:23:00+00,10:24:00+00,11:27:00+00,11:27:00+00,1
308551898,FL,548,TPA,ATL,64,15:14:00+00,15:51:00+00,16:18:00+00,16:52:00+00,71
308551896,FL,550,TPA,ATL,64,19:49:00+00,19:47:00+00,20:53:00+00,20:49:00+00,-6
308551897,FL,552,TPA,ATL,64,00:19:00+00,00:10:00+00,01:23:00+00,01:11:00+00,-21
308498849,FL,56,FLL,PHL,133,23:41:00+00,23:40:00+00,01:54:00+00,02:04:00+00,9
308551999,FL,564,TPA,IND,115,18:46:00+00,18:50:00+00,20:41:00+00,20:50:00+00,13
308472887,FL,566,ATL,MCO,64,18:02:00+00,18:01:00+00,19:06:00+00,19:02:00+00,-5
308472606,FL,568,ATL,FLL,89,21:18:00+00,21:12:00+00,22:47:00+00,22:34:00+00,-19
308551899,FL,570,TPA,ATL,64,23:09:00+00,23:06:00+00,00:13:00+00,00:10:00+00,-6
308538087,FL,571,PNS,ATL,44,11:10:00+00,11:07:00+00,11:54:00+00,11:49:00+00,-8
308472605,FL,573,ATL,FLL,90,22:23:00+00,22:29:00+00,23:53:00+00,23:50:00+00,3
308473196,FL,575,ATL,RDU,56,02:30:00+00,02:39:00+00,03:26:00+00,03:37:00+00,20
308490879,FL,576,DEN,ATL,153,12:12:00+00,12:20:00+00,14:45:00+00,14:51:00+00,14
308525311,FL,579,MKE,DCA,91,14:19:00+00,14:18:00+00,15:50:00+00,15:50:00+00,-1
308472838,FL,58,ATL,LGA,103,01:09:00+00,01:21:00+00,02:52:00+00,03:10:00+00,30
308490878,FL,583,DEN,ATL,151,21:27:00+00,21:22:00+00,23:58:00+00,23:53:00+00,-10
308522737,FL,586,MCO,MDW,143,18:07:00+00,18:00:00+00,20:30:00+00,20:18:00+00,-19
308522736,FL,587,MCO,MDW,143,15:42:00+00,15:44:00+00,18:05:00+00,18:13:00+00,10
308523368,FL,588,MDW,MCO,131,23:53:00+00,00:20:00+00,02:04:00+00,02:23:00+00,-1394
308473028,FL,589,ATL,MSY,63,13:14:00+00,13:10:00+00,14:17:00+00,14:13:00+00,-8
308472742,FL,59,ATL,IND,69,13:06:00+00,13:03:00+00,14:15:00+00,14:13:00+00,-5
308490029,FL,591,DCA,ATL,79,18:11:00+00,18:14:00+00,19:30:00+00,19:31:00+00,4
308523893,FL,593,MEM,ATL,50,23:13:00+00,23:26:00+00,00:03:00+00,00:17:00+00,27
308525273,FL,594,MKE,ATL,91,23:47:00+00,23:49:00+00,01:18:00+00,01:24:00+00,8
308490393,FL,597,DCA,RSW,121,12:10:00+00,12:03:00+00,14:11:00+00,13:58:00+00,-20
308535980,FL,599,PHL,ATL,94,23:50:00+00,23:53:00+00,01:24:00+00,01:26:00+00,5
308498689,FL,60,FLL,ATL,93,16:58:00+00,16:54:00+00,18:31:00+00,18:21:00+00,-14
308478694,FL,602,BOS,ATL,130,21:57:00+00,23:02:00+00,00:07:00+00,01:06:00+00,124
308540162,FL,603,RDU,MCO,79,15:13:00+00,15:16:00+00,16:32:00+00,16:32:00+00,3
308472865,FL,604,ATL,MCI,95,19:50:00+00,19:59:00+00,21:25:00+00,21:36:00+00,20
308522584,FL,606,MCO,BWI,113,21:52:00+00,21:49:00+00,23:45:00+00,23:43:00+00,-5
308473109,FL,607,ATL,PBI,83,01:19:00+00,01:14:00+00,02:42:00+00,02:30:00+00,-17
308473175,FL,608,ATL,PNS,49,02:45:00+00,02:46:00+00,03:34:00+00,03:23:00+00,-10
308473249,FL,609,ATL,SAT,118,19:13:00+00,19:08:00+00,21:11:00+00,21:02:00+00,-14
308472743,FL,61,ATL,IND,69,02:29:00+00,02:29:00+00,03:38:00+00,03:34:00+00,-4
308543537,FL,610,SFO,ATL,264,20:41:00+00,20:44:00+00,01:05:00+00,01:00:00+00,-2
308473375,FL,612,ATL,TPA,63,21:05:00+00,21:03:00+00,22:08:00+00,22:00:00+00,-10
308522781,FL,613,MCO,PHL,122,12:33:00+00,12:34:00+00,14:35:00+00,14:52:00+00,18
308537134,FL,614,PIT,ATL,78,10:40:00+00,10:41:00+00,11:58:00+00,11:59:00+00,2
308522809,FL,618,MCO,RDU,79,13:01:00+00,13:09:00+00,14:20:00+00,14:31:00+00,19
308526594,FL,619,MSP,ATL,116,16:26:00+00,16:23:00+00,18:22:00+00,18:22:00+00,-3
308472756,FL,62,ATL,JAX,47,13:04:00+00,13:08:00+00,13:51:00+00,13:48:00+00,1
308522544,FL,621,MCO,ATL,68,10:39:00+00,10:39:00+00,11:47:00+00,11:41:00+00,-6
308517482,FL,623,LGA,ATL,104,21:52:00+00,22:05:00+00,23:36:00+00,23:45:00+00,22
308522688,FL,624,MCO,IND,120,15:03:00+00,14:59:00+00,17:03:00+00,16:56:00+00,-11
308472841,FL,625,ATL,LGA,103,15:42:00+00,15:41:00+00,17:25:00+00,17:30:00+00,4
308498695,FL,626,FLL,ATL,92,13:54:00+00,13:46:00+00,15:26:00+00,15:10:00+00,-24
308486666,FL,627,CMH,ATL,71,10:37:00+00,10:38:00+00,11:48:00+00,11:46:00+00,-1
308522345,FL,630,MCI,ATL,92,22:31:00+00,22:30:00+00,00:03:00+00,00:04:00+00,0
308506083,FL,631,HOU,ATL,104,22:27:00+00,22:38:00+00,00:11:00+00,00:14:00+00,14
308523218,FL,632,MDW,ATL,81,11:49:00+00,11:46:00+00,13:10:00+00,13:10:00+00,-3
308472972,FL,633,ATL,MKE,97,02:37:00+00,02:32:00+00,04:14:00+00,04:06:00+00,-13
308526593,FL,634,MSP,ATL,117,23:22:00+00,23:13:00+00,01:19:00+00,01:09:00+00,-19
308473029,FL,635,ATL,MSY,62,17:41:00+00,17:35:00+00,18:43:00+00,18:36:00+00,-13
308472757,FL,64,ATL,JAX,47,22:53:00+00,23:19:00+00,23:40:00+00,23:57:00+00,43
308515424,FL,641,LAS,ATL,217,07:09:00+00,07:13:00+00,10:46:00+00,10:47:00+00,5
308540028,FL,642,RDU,ATL,61,10:58:00+00,10:55:00+00,11:59:00+00,11:54:00+00,-8
308472476,FL,648,ATL,DCA,79,20:29:00+00,20:40:00+00,21:48:00+00,22:01:00+00,24
308473195,FL,649,ATL,RDU,56,14:26:00+00,14:23:00+00,15:22:00+00,15:17:00+00,-8
308472665,FL,65,ATL,HOU,93,19:48:00+00,19:55:00+00,21:21:00+00,21:36:00+00,22
308472874,FL,650,ATL,MCI,96,01:21:00+00,01:14:00+00,02:57:00+00,02:49:00+00,-15
308522687,FL,653,MCO,IND,120,23:51:00+00,23:49:00+00,01:51:00+00,01:45:00+00,-8
308522550,FL,655,MCO,ATL,68,17:00:00+00,16:57:00+00,18:08:00+00,18:05:00+00,-6
308472866,FL,656,ATL,MCI,95,14:40:00+00,14:39:00+00,16:15:00+00,16:16:00+00,0
308551901,FL,657,TPA,ATL,64,12:18:00+00,12:13:00+00,13:22:00+00,13:18:00+00,-9
308473167,FL,658,ATL,PIT,77,02:28:00+00,02:24:00+00,03:45:00+00,03:36:00+00,-13
308472785,FL,66,ATL,LAS,213,14:25:00+00,14:22:00+00,17:58:00+00,18:01:00+00,0
308498696,FL,660,FLL,ATL,92,11:26:00+00,11:24:00+00,12:58:00+00,12:55:00+00,-5
308540041,FL,662,RDU,ATL,61,19:13:00+00,20:06:00+00,20:14:00+00,21:02:00+00,101
308472527,FL,663,ATL,DTW,90,19:40:00+00,19:50:00+00,21:10:00+00,21:18:00+00,18
308535981,FL,664,PHL,ATL,94,22:23:00+00,22:14:00+00,23:57:00+00,23:51:00+00,-15
308472823,FL,667,ATL,LGA,102,14:34:00+00,14:34:00+00,16:16:00+00,16:14:00+00,-2
308522549,FL,668,MCO,ATL,68,22:50:00+00,22:44:00+00,23:58:00+00,23:49:00+00,-15
308472741,FL,67,ATL,IND,69,20:42:00+00,20:56:00+00,21:51:00+00,22:00:00+00,23
308480687,FL,670,BWI,ATL,85,10:22:00+00,10:18:00+00,11:47:00+00,11:35:00+00,-16
308551928,FL,671,TPA,BWI,119,15:02:00+00,14:54:00+00,17:01:00+00,16:52:00+00,-17
308480688,FL,673,BWI,ATL,85,17:04:00+00,17:04:00+00,18:29:00+00,18:32:00+00,3
308473017,FL,675,ATL,MSP,122,13:09:00+00,13:17:00+00,15:11:00+00,15:27:00+00,24
308473197,FL,679,ATL,RDU,56,22:34:00+00,22:38:00+00,23:30:00+00,23:32:00+00,6
308478723,FL,683,BOS,BWI,61,10:14:00+00,10:17:00+00,11:15:00+00,11:12:00+00,0
308517476,FL,685,LGA,ATL,105,23:16:00+00,23:18:00+00,01:01:00+00,01:01:00+00,2
308480999,FL,686,BWI,TPA,114,12:11:00+00,12:32:00+00,14:05:00+00,14:19:00+00,35
308551929,FL,688,TPA,BWI,119,12:10:00+00,12:15:00+00,14:09:00+00,14:21:00+00,17
308478690,FL,690,BOS,ATL,134,10:32:00+00,10:45:00+00,12:46:00+00,12:48:00+00,15
308525308,FL,691,MKE,DCA,91,18:49:00+00,18:34:00+00,20:20:00+00,20:05:00+00,-30
308541090,FL,692,RSW,IND,127,15:36:00+00,15:32:00+00,17:43:00+00,17:36:00+00,-11
308506084,FL,693,HOU,ATL,99,23:49:00+00,23:49:00+00,01:28:00+00,01:22:00+00,-6
308537132,FL,694,PIT,ATL,78,17:06:00+00,17:13:00+00,18:24:00+00,18:34:00+00,17
308472921,FL,696,ATL,MDW,93,02:27:00+00,02:27:00+00,04:00:00+00,03:54:00+00,-6
308551900,FL,698,TPA,ATL,64,18:25:00+00,18:28:00+00,19:29:00+00,19:29:00+00,3
308490012,FL,699,DCA,ATL,79,22:54:00+00,22:52:00+00,00:13:00+00,00:07:00+00,-8
308527212,FL,70,MSY,ATL,64,15:15:00+00,15:16:00+00,16:19:00+00,16:15:00+00,-3
308481450,FL,700,CAK,LGA,58,20:57:00+00,21:06:00+00,21:55:00+00,22:04:00+00,18
308522793,FL,704,MCO,PIT,117,21:58:00+00,22:02:00+00,23:55:00+00,23:57:00+00,6
308473294,FL,705,ATL,SFO,260,14:36:00+00,14:42:00+00,18:56:00+00,19:07:00+00,17
308498677,FL,706,FLL,ATL,93,12:55:00+00,12:55:00+00,14:28:00+00,14:21:00+00,-7
308473293,FL,709,ATL,SFO,261,01:10:00+00,01:16:00+00,05:31:00+00,05:44:00+00,19
308472597,FL,71,ATL,FLL,89,01:15:00+00,01:34:00+00,02:44:00+00,02:53:00+00,28
308543531,FL,710,SFO,ATL,259,07:08:00+00,06:53:00+00,11:27:00+00,11:06:00+00,-36
