Unnamed: 0,airsigmetid,timevalidfromutc,timevalidtoutc,movementdirdegrees,movementspeedknots,hazardtype,hazardseverity,airsigmettype,altitudeminft,altitudemaxft
427,32957,2013/08/17 17:55:0O+00,2O13-O8-17 18:54:59+00,230.0,15.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
428,32958,2O13-08-17 21:55:00+O0,2013/08-18 01:55:00+00,,,CONVECTIVE,,OUTLOOK,,
429,32959,2013/08/17 19:55:0O+O0,2013-08-17 21:55:00+00,350.0,25.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
430,32961,2013-08-17 18:55:00+O0,2013/O8-17 19:54:59+00,,,CONVECTIVE,NONE,SIGMET,,
431,32962,2013/08-17 19:47:00+00,2013-08-17 22:0O:00+00,,,IFR,,AIRMET,O,0.0
432,32963,2O13-08/17 19:47:00+O0,2O13-O8-17 22:00:O0+O0,,,MTN OBSCN,,AIRMET,0.0,O
433,32964,2013-O8-17 20:55:00+00,2013-08/17 22:55:0O+O0,350.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
434,32965,2013-O8-17 19:55:00+00,2013/O8-17 20:54:59+0O,220.0,20.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
435,32966,2O13-08-17 21:55:00+0O,2013-O8/17 2O:54:59+00,,,CONVECTIVE,,OUTLOOK,,
436,32967,2013/08-17 22:55:00+O0,2O13/08-18 02:55:00+00,,,CONVECTIVE,,OUTLOOK,,
437,32968,2013-08-17 15:45:O0+00,2013-08-17 21:44:59+0O,,,IFR,,AIRMET,O,O
438,33036,2O13/08/18 09:45:0O+O0,2O13-08-18 15:45:OO+00,,,MTN OBSCN,,AIRMET,0.0,0.0
439,32969,2013-O8-17 15:45:00+O0,2013-O8-17 21:44:59+00,,,TURB,MOD,AIRMET,0.0,0.0
440,32970,2013/O8/17 21:45:O0+0O,2013-08-18 04:O0:0O+OO,,,TURB,MOD,AIRMET,O,0.0
441,32971,2013-08-17 21:45:00+0O,2013/O8/18 O4:0O:0O+0O,,,IFR,,AIRMET,0.0,0.0
442,32972,2O13-08/17 21:45:00+00,2013-O8-18 04:O0:O0+00,,,MTN OBSCN,,AIRMET,0.0,0.0
443,32973,2013-08/17 19:47:00+0O,2013-08-17 21:44:59+O0,,,IFR,,AIRMET,O,0.0
444,32974,2013-08-17 19:47:O0+00,2O13-O8-17 21:44:59+0O,,,MTN OBSCN,,AIRMET,0.0,O
445,32975,2013/08-17 21:45:O0+OO,2O13/08-18 03:45:O0+OO,,,MTN OBSCN,,AIRMET,O,O
446,33126,2013-08/19 01:22:00+00,2O13-08-19 03:44:59+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
447,32976,2013-O8-17 21:45:00+00,2O13-O8-18 04:00:0O+00,,,ICE,MOD,AIRMET,O,O
448,32977,2O13-O8-17 15:45:00+O0,2013-08-17 21:44:59+00,,,MTN OBSCN,,AIRMET,0.0,0.0
449,32978,2013-08/17 20:55:00+0O,2O13-O8-17 21:54:59+0O,220.0,20.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
450,32979,2O13/08-17 22:55:00+00,2013-08-17 21:54:59+00,,,CONVECTIVE,,OUTLOOK,,
451,32980,2013-08-17 23:55:O0+O0,2013/O8/18 O3:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
452,32981,2O13/08-17 21:55:00+00,2O13/O8-17 23:55:00+00,180.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
453,33106,2013-08-19 01:55:OO+0O,2013-O8-19 O5:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
454,32982,2O13/O8-17 23:55:00+00,2013-08-17 22:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
455,32983,2O13-08-17 21:55:0O+00,2O13-O8-17 22:54:59+0O,180.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
456,32984,2013-08-18 0O:55:0O+O0,2013-O8-18 04:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
457,32985,2O13-08/17 22:55:00+00,2013/O8-18 00:55:0O+0O,,,CONVECTIVE,NONE,SIGMET,,
458,32986,2013-08-17 23:27:OO+0O,2O13-O8/18 04:00:00+0O,,,TURB,MOD,AIRMET,0.0,0.0
459,32987,2013-O8-18 00:55:00+00,2013/08/17 23:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
460,33060,2O13-08-18 15:45:OO+00,2013-O8/18 22:00:00+00,,,MTN OBSCN,,AIRMET,O,O
461,32988,2013/08-17 22:55:O0+00,2013-O8-17 23:54:59+O0,,,CONVECTIVE,NONE,SIGMET,,
462,32989,2013/08-18 O1:55:0O+00,2O13/08-18 05:55:00+00,,,CONVECTIVE,,OUTLOOK,,
463,32990,2O13-O8/17 23:55:00+0O,2013/08-18 01:55:0O+O0,230.0,15.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
464,32991,2013/08-18 02:55:0O+00,2013-O8-18 O6:55:O0+0O,,,CONVECTIVE,,OUTLOOK,,
465,32992,2013/O8-18 00:55:OO+00,2013-O8/18 02:55:00+O0,180.0,15.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
466,33215,2013-08-19 23:55:00+OO,2013-08-2O 03:55:00+00,,,CONVECTIVE,,OUTLOOK,,
467,32993,2O13-08/18 01:55:00+00,2013/O8-18 0O:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
468,32994,2O13-O8-17 23:55:00+00,2013-08-18 0O:54:59+0O,180.0,15.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
469,32995,2013/O8-18 O1:O4:00+0O,2013-08/18 04:O0:00+00,,,IFR,,AIRMET,0.0,O
470,32996,2O13/08-18 01:55:0O+00,2013-O8-18 O3:55:0O+O0,180.0,5.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
471,32997,2013-O8-18 O3:55:00+00,2O13-08-18 07:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
472,32998,2O13-O8-18 04:55:OO+00,2013-08-18 O8:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
473,32999,2013/08-18 02:55:00+00,2O13/08/18 04:55:O0+O0,220.0,15.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
474,33000,2013/O8/18 01:55:0O+O0,2013/O8/18 O2:54:59+O0,180.0,5.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
475,33001,2O13-08-18 O3:55:00+0O,2013/08-18 O2:54:59+OO,,,CONVECTIVE,,OUTLOOK,,
476,33002,2013-O8/17 21:45:OO+00,2013/08-18 O3:44:59+00,,,TURB,MOD,AIRMET,0.0,O
477,33003,2013-O8-18 03:45:00+O0,2013/08-18 10:0O:00+00,,,TURB,MOD,AIRMET,0.0,O
478,33004,2013-08-17 23:27:0O+0O,2013-08-18 O3:44:59+0O,,,TURB,MOD,AIRMET,O,0.0
479,33005,2013/O8-17 21:45:O0+0O,2013-08-18 03:44:59+00,,,IFR,,AIRMET,O,0.0
480,33006,2O13/08-17 21:45:OO+00,2013/O8-18 03:44:59+00,,,MTN OBSCN,,AIRMET,0.0,0.0
481,33007,2013-O8-17 21:45:00+00,2O13-08-18 O3:44:59+0O,,,ICE,MOD,AIRMET,O,0.0
482,33008,2013-08-18 03:45:0O+00,2013-08-18 10:00:00+O0,,,IFR,,AIRMET,O,0.0
483,33009,2013-08-18 O3:45:O0+00,2013/08-18 10:OO:O0+00,,,MTN OBSCN,,AIRMET,0.0,0.0
484,33010,2O13/08-18 03:45:OO+00,2013-08-18 09:45:OO+00,,,MTN OBSCN,,AIRMET,0.0,0.0
485,33011,2013-08-18 01:04:00+0O,2013-08/18 03:44:59+00,,,IFR,,AIRMET,0.0,0.0
486,33012,2O13-08/18 05:55:00+00,2013-08/18 09:55:00+OO,,,CONVECTIVE,,OUTLOOK,,
487,33013,2013-O8-18 O3:55:OO+O0,2013/08-18 05:55:OO+00,190.0,10.0,CONVECTIVE,LT-MOD,SIGMET,O,O
488,33014,2013-08/18 04:55:00+00,2013-08/18 O3:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
489,33015,2O13-08-18 02:55:0O+O0,2O13-O8/18 03:54:59+OO,220.0,15.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
490,33016,2013/08/18 05:55:00+0O,2O13-O8-18 04:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
491,33017,2O13-08-18 04:55:0O+0O,2013-O8-18 06:55:00+00,,,CONVECTIVE,LT/MOD,SIGMET,0.0,O
492,33018,2O13-08/18 06:55:O0+00,2O13-08/18 10:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
493,33019,2013-08/18 03:55:0O+00,2013/08-18 O4:54:59+O0,350.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
494,33037,2013-08/18 O3:45:00+O0,2013-O8-18 09:44:59+00,,,IFR,,AIRMET,0.0,0.0
495,33020,2013-08/18 05:55:00+00,2013-O8-18 07:55:00+OO,180.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
496,33021,2O13/O8-18 07:55:O0+00,2O13-08-18 11:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
497,33022,2013-08-18 04:55:O0+0O,2O13/08/18 O5:54:59+O0,,,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
498,33023,2O13/08/18 06:55:O0+00,2O13-08/18 05:54:59+00,,,CONVECTIVE,,OUTLOOK,,
499,33024,2013-08-18 08:55:00+OO,2O13/O8-18 12:55:OO+O0,,,CONVECTIVE,,OUTLOOK,,
500,33025,2O13-08-18 06:55:00+O0,2013-08/18 08:55:O0+O0,200.0,25.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
501,33026,2013-O8-18 07:55:00+O0,2O13-08/18 09:55:00+0O,,,CONVECTIVE,LT/MOD,SIGMET,O,0.0
502,33027,2O13/08-18 09:55:00+O0,2013-O8-18 13:55:00+00,,,CONVECTIVE,,OUTLOOK,,
503,33028,2O13/O8-18 09:55:0O+0O,2013-08-18 08:54:59+00,,,CONVECTIVE,,OUTLOOK,,
504,33029,2013-08/18 O7:55:OO+O0,2O13-O8-18 O8:54:59+0O,,,CONVECTIVE,LT-MOD,SIGMET,O,O
505,33030,2O13-08/18 10:55:00+00,2013-O8-18 14:55:OO+0O,,,CONVECTIVE,,OUTLOOK,,
506,33031,2013-O8-18 08:55:00+OO,2013-08/18 10:55:OO+O0,,,CONVECTIVE,LT/MOD,SIGMET,O,0.0
507,33032,2013-08-18 O9:45:00+00,2013-08-18 16:0O:00+0O,,,TURB,MOD,AIRMET,0.0,0.0
508,33033,2013-08-18 03:45:00+0O,2013-O8/18 09:44:59+0O,,,TURB,MOD,AIRMET,0.0,0.0
509,33038,2013/08-18 O3:45:0O+O0,2013/08-18 09:44:59+OO,,,MTN OBSCN,,AIRMET,0.0,0.0
510,33039,2O13/O8-18 11:55:00+OO,2013-08-18 15:55:O0+O0,,,CONVECTIVE,,OUTLOOK,,
511,33040,2013-O8/18 09:55:00+0O,2013/08/18 11:55:O0+00,180.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
512,33041,2013-08-18 11:55:O0+O0,2O13/O8-18 10:54:59+00,,,CONVECTIVE,,OUTLOOK,,
513,33042,2013/08-18 09:55:00+00,2013/08-18 1O:54:59+00,180.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
514,33043,2O13-O8/18 10:55:O0+0O,2O13/08/18 12:55:00+00,,,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
515,33044,2013/08-18 12:55:00+00,2013/08-18 16:55:00+00,,,CONVECTIVE,,OUTLOOK,,
516,33045,2013-O8/18 13:55:00+O0,2013/08/18 17:55:O0+O0,,,CONVECTIVE,,OUTLOOK,,
517,33061,2013-O8-18 15:45:OO+0O,2013-O8-18 22:OO:0O+OO,,,IFR,,AIRMET,O,0.0
518,33046,2013/08/18 11:55:O0+O0,2013-08-18 13:55:00+00,260.0,10.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
519,33047,2013/O8-18 12:55:00+OO,2013/08/18 14:55:00+00,210.0,25.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
520,33048,2013-08/18 14:55:O0+0O,2O13-O8/18 18:55:0O+0O,,,CONVECTIVE,,OUTLOOK,,
521,33049,2013-08-18 13:55:00+O0,2013-O8-18 15:55:00+O0,230.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
522,33050,2O13-O8-18 15:55:OO+00,2013-08/18 19:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
523,33051,2O13-08/18 15:55:0O+O0,2O13-08/18 14:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
524,33052,2013-08-18 16:55:0O+0O,2O13-08-18 20:55:OO+0O,,,CONVECTIVE,,OUTLOOK,,
525,33053,2O13/O8-18 14:55:0O+00,2O13/O8-18 16:55:0O+O0,210.0,25.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
526,33054,2013-O8-18 13:55:00+00,2O13-08/18 14:54:59+O0,,,CONVECTIVE,NONE,SIGMET,,
527,33055,2013-08-18 09:45:00+00,2013-08-18 15:44:59+00,,,TURB,MOD,AIRMET,0.0,0.0
528,33056,2013-08-18 15:45:00+00,2013-08-18 22:00:00+0O,,,TURB,MOD,AIRMET,O,0.0
529,33057,2O13-08/18 16:55:O0+00,2013-08-18 15:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
530,33058,2013-O8/18 14:55:OO+O0,2013/08/18 15:54:59+0O,210.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
531,33059,2O13-O8-18 17:55:00+0O,2013-08-18 21:55:O0+OO,,,CONVECTIVE,,OUTLOOK,,
532,33062,2O13-08-18 15:55:00+00,2013-08/18 17:55:00+00,210.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
533,33063,2O13/08/18 15:45:0O+OO,2013-08-18 22:O0:00+0O,,,ICE,MOD,AIRMET,0.0,O
534,33064,2O13/O8/18 17:55:00+00,2O13-08/18 16:54:59+OO,,,CONVECTIVE,,OUTLOOK,,
535,33065,2013-08-18 15:55:O0+0O,2013-08-18 16:54:59+00,210.0,25.0,CONVECTIVE,LT-MOD,SIGMET,O,O
536,33066,2013-08-18 18:55:O0+00,2013/O8/18 22:55:00+OO,,,CONVECTIVE,,OUTLOOK,,
537,33092,2013-08/18 15:45:00+00,2013-08-18 21:44:59+0O,,,ICE,MOD,AIRMET,0.0,0.0
538,33067,2013-08/18 16:55:00+0O,2013/08/18 18:55:00+O0,,,CONVECTIVE,NONE,SIGMET,,
539,33068,2O13/O8-18 17:55:00+0O,2O13-08-18 19:55:OO+00,220.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
540,33069,2013-O8-18 19:55:0O+00,2013-08/18 23:55:00+00,,,CONVECTIVE,,OUTLOOK,,
541,33070,2O13-08-18 18:55:0O+O0,2013-O8/18 17:54:59+00,,,CONVECTIVE,,OUTLOOK,,
542,33071,2O13-O8-18 16:55:O0+00,2013-08-18 17:54:59+0O,,,CONVECTIVE,NONE,SIGMET,,
543,33072,2013-08-18 18:29:OO+00,2013-08-18 22:00:00+O0,,,MTN OBSCN,,AIRMET,O,0.0
544,33073,2013-08-18 18:29:00+O0,2013-O8/18 22:00:00+0O,,,IFR,,AIRMET,0.0,0.0
545,33074,2O13-O8/18 20:55:00+0O,2013-08/19 O0:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
546,33075,2013-O8-18 17:55:O0+0O,2013-08-18 18:54:59+00,220.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
547,33076,2O13-08-18 19:55:O0+0O,2013-O8-18 18:54:59+00,,,CONVECTIVE,,OUTLOOK,,
548,33077,2013/08-18 18:55:00+OO,2013-08-18 20:55:OO+0O,260.0,30.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
549,33078,2O13-O8-18 2O:55:O0+00,2013-08/18 19:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
550,33093,2O13-08-18 15:45:0O+0O,2013-08-18 21:44:59+O0,,,IFR,,AIRMET,O,0.0
551,33094,2013-O8-18 15:45:O0+0O,2O13-O8-18 21:44:59+00,,,MTN OBSCN,,AIRMET,0.0,O
552,33079,2013-O8/18 21:55:0O+00,2O13-08-19 01:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
553,33080,2013-08-18 19:55:00+00,2013/08/18 21:55:00+0O,260.0,30.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
554,33081,2013-08/18 18:55:O0+0O,2013-O8-18 19:54:59+0O,260.0,30.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
555,33082,2013-08/18 21:55:00+00,2O13/08-18 20:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
556,33083,2O13-08-18 19:55:00+00,2013-08-18 20:54:59+00,220.0,25.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
557,33084,2013-08-18 2O:55:0O+OO,2013-08-18 22:55:0O+00,,,CONVECTIVE,NONE,SIGMET,,
558,33085,2013-08-18 22:55:00+0O,2013-08-19 O2:55:00+00,,,CONVECTIVE,,OUTLOOK,,
559,33086,2013-08/18 21:45:00+00,2013-08-19 O4:00:00+OO,,,TURB,MOD,AIRMET,0.0,0.0
560,33087,2O13-08/18 15:45:00+00,2O13/08-18 21:44:59+O0,,,TURB,MOD,AIRMET,O,0.0
561,33089,2013-O8-18 18:29:O0+O0,2013/08/18 21:44:59+00,,,IFR,,AIRMET,0.0,0.0
562,33090,2013/08-18 21:45:0O+00,2013-O8/19 O4:00:OO+O0,,,IFR,,AIRMET,0.0,O
563,33091,2013-O8/18 21:45:O0+00,2013/08/19 O4:00:OO+O0,,,ICE,MOD,AIRMET,0.0,0.0
564,33095,2O13-08-18 21:45:O0+0O,2013-08-19 O4:00:00+00,,,MTN OBSCN,,AIRMET,0.0,0.0
565,33096,2013-08-18 20:55:00+00,2013-08-18 21:54:59+OO,,,CONVECTIVE,NONE,SIGMET,,
566,33097,2O13-08-18 22:55:00+OO,2O13-08/18 21:54:59+00,,,CONVECTIVE,,OUTLOOK,,
567,33098,2013-08/18 21:55:00+00,2013/O8-18 23:55:0O+0O,260.0,30.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
568,33099,2013/O8-18 23:55:O0+O0,2013-O8-19 O3:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
569,33100,2013-O8-18 21:46:0O+O0,2013-08-19 O4:0O:O0+00,,,TURB,MOD,AIRMET,0.0,O
570,33101,2013-08/18 22:55:00+0O,2013/08-19 00:55:00+00,180.0,20.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
571,33102,2013-08-19 00:55:00+00,2013-08-19 04:55:00+00,,,CONVECTIVE,,OUTLOOK,,
572,33103,2013-08-18 21:55:0O+OO,2013/O8-18 22:54:59+O0,260.0,30.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
573,33104,2013/08-18 23:55:O0+00,2013-08-18 22:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
574,33105,2013-08-18 23:55:OO+00,2013-08/19 O1:55:00+00,,,CONVECTIVE,NONE,SIGMET,,
575,33107,2013/O8-19 02:55:00+O0,2013-08-19 06:55:0O+O0,,,CONVECTIVE,,OUTLOOK,,
576,33108,2013/O8/19 OO:55:O0+O0,2O13-O8-19 O2:55:0O+O0,150.0,20.0,CONVECTIVE,LT-MOD,SIGMET,O,O
577,33109,2O13-08/19 O1:22:OO+00,2O13-08-19 04:O0:00+0O,,,IFR,,AIRMET,O,0.0
578,33110,2013-O8/19 01:22:0O+O0,2013/08-19 04:00:00+00,,,MTN OBSCN,,AIRMET,O,0.0
579,33111,2O13-08-19 0O:55:00+0O,2O13/08/19 01:54:59+00,180.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
580,33112,2013/08-19 02:55:00+0O,2013-08-19 O1:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
581,33127,2013/08-19 01:22:O0+00,2013-O8/19 03:44:59+0O,,,IFR,,AIRMET,0.0,0.0
582,33128,2O13-08-19 03:55:0O+OO,2013-O8-19 05:55:0O+O0,160.0,20.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
583,33113,2013-O8-19 01:55:00+O0,2013/O8-19 03:55:OO+00,200.0,25.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
584,33114,2O13/08/19 03:55:0O+00,2013-08-19 07:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
585,33115,2013-O8-19 02:55:00+00,2013-08-19 04:55:00+0O,180.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
586,33116,2013/08/19 04:55:00+OO,2013/08-19 08:55:0O+0O,,,CONVECTIVE,,OUTLOOK,,
587,33117,2013/08/18 21:45:00+O0,2013-O8/19 O3:44:59+00,,,IFR,,AIRMET,O,0.0
588,33118,2013-08-18 21:45:OO+00,2013/O8-19 03:44:59+O0,,,ICE,MOD,AIRMET,0.0,O
589,33119,2013/08-18 21:45:O0+O0,2O13-08/19 03:44:59+O0,,,TURB,MOD,AIRMET,O,0.0
590,33120,2013-08/18 21:46:00+O0,2013/O8/19 03:44:59+O0,,,TURB,MOD,AIRMET,0.0,0.0
591,33121,2O13-08-18 21:45:O0+00,2O13-08-19 03:44:59+OO,,,MTN OBSCN,,AIRMET,0.0,O
592,33122,2013-08-19 03:45:00+00,2013-O8-19 10:O0:OO+00,,,TURB,MOD,AIRMET,0.0,0.0
593,33123,2013/O8-19 O3:45:0O+O0,2013/08-19 1O:OO:OO+00,,,MTN OBSCN,,AIRMET,0.0,0.0
594,33124,2013/O8-19 O3:45:00+00,2013-08-19 1O:0O:0O+OO,,,IFR,,AIRMET,0.0,O
595,33125,2013/08-19 O3:45:O0+00,2013-08-19 1O:O0:0O+0O,,,ICE,MOD,AIRMET,O,O
596,33129,2013/O8-19 O5:55:0O+00,2013-08-19 09:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
597,33130,2013-08/19 04:55:00+0O,2013-O8-19 O6:55:00+00,160.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
598,33131,2013/08/19 06:55:OO+0O,2013-08/19 10:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
599,33132,2013-08/19 05:55:OO+00,2013-08-19 07:55:0O+00,130.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
600,33133,2O13-08/19 07:55:O0+O0,2013/O8-19 11:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
601,33264,2013-O8-20 09:45:0O+0O,2O13-08-20 16:00:0O+00,,,TURB,MOD,AIRMET,O,O
602,33134,2013-08/19 O8:55:00+O0,2013/08-19 12:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
603,33135,2O13-08-19 06:55:OO+0O,2013-O8/19 08:55:OO+00,150.0,10.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
604,33136,2O13-O8/19 07:55:O0+00,2O13-O8/19 09:55:00+0O,300.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
605,33137,2013-08-19 09:55:0O+O0,2013-O8/19 13:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
606,33138,2013-08-19 08:55:0O+O0,2013-08-19 1O:55:00+00,170.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
607,33139,2013/O8-19 10:55:00+O0,2O13/08-19 14:55:O0+O0,,,CONVECTIVE,,OUTLOOK,,
608,33140,2013-O8-19 O3:45:O0+O0,2013-08-19 09:44:59+00,,,IFR,,AIRMET,0.0,0.0
609,33141,2013/O8-19 03:45:0O+0O,2O13-O8-19 O9:44:59+00,,,MTN OBSCN,,AIRMET,0.0,0.0
610,33142,2O13/08/19 09:45:OO+00,2013-O8/19 16:0O:O0+00,,,IFR,,AIRMET,0.0,O
611,33173,2013-08-19 15:45:O0+O0,2013-O8-19 22:O0:0O+O0,,,IFR,,AIRMET,O,0.0
612,33143,2013/08-19 09:45:00+00,2013-08-19 16:O0:O0+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
613,33144,2013-08-19 09:45:00+00,2013/O8-19 16:00:00+00,,,ICE,MOD,AIRMET,0.0,0.0
614,33145,2013-O8-19 O3:45:00+00,2O13/08-19 09:44:59+0O,,,ICE,MOD,AIRMET,O,0.0
615,33146,2O13-08-19 O9:45:O0+00,2013-O8/19 16:O0:O0+0O,,,TURB,MOD,AIRMET,0.0,0.0
616,33147,2013-08-19 11:55:00+00,2013/08-19 15:55:00+00,,,CONVECTIVE,,OUTLOOK,,
617,33148,2O13-08-19 09:55:00+OO,2O13-O8-19 11:55:00+00,120.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
618,33149,2O13-08/19 10:55:O0+00,2O13-08-19 12:55:O0+00,180.0,15.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
619,33150,2O13-08-19 12:55:00+O0,2013-O8/19 16:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
620,33151,2013-08-19 11:55:00+O0,2013-O8-19 13:55:00+00,110.0,20.0,CONVECTIVE,LT-MOD,SIGMET,O,O
621,33152,2013-08-19 13:55:00+O0,2013-O8-19 17:55:0O+O0,,,CONVECTIVE,,OUTLOOK,,
622,33153,2O13/O8/19 1O:55:0O+O0,2O13/O8-19 11:54:59+OO,170.0,5.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
623,33154,2013-O8/19 12:55:OO+0O,2O13-08-19 11:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
624,33155,2013/08-19 14:55:00+0O,2O13-O8-19 18:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
625,33156,2013-08/19 12:55:00+00,2013/08/19 14:55:0O+00,,,CONVECTIVE,NONE,SIGMET,,
626,33157,2013/O8-19 13:36:00+00,2013-08-19 16:00:00+00,,,MTN OBSCN,,AIRMET,0.0,0.0
627,33174,2O13-08-19 17:55:O0+O0,2O13-08/19 21:55:00+00,,,CONVECTIVE,,OUTLOOK,,
628,33158,2O13-O8-19 13:36:00+00,2013-08-19 16:O0:00+O0,,,IFR,,AIRMET,0.0,O
629,33159,2013-08/19 13:46:00+O0,2O13-08-19 16:00:00+00,,,MTN OBSCN,,AIRMET,0.0,0.0
630,33160,2013/08-19 13:46:00+OO,2013-08/19 16:00:OO+00,,,IFR,,AIRMET,0.0,0.0
631,33161,2O13-08/19 14:55:00+O0,2013-O8-19 13:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
632,33162,2013-O8-19 15:55:00+O0,2013-08/19 19:55:00+00,,,CONVECTIVE,,OUTLOOK,,
633,33163,2013/08-19 13:55:00+O0,2013/08-19 15:55:OO+00,200.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
634,33164,2O13-08-19 12:55:00+OO,2013/O8-19 13:54:59+O0,200.0,15.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
635,33165,2013-08-19 15:55:O0+0O,2013-08/19 14:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
636,33166,2013/08-19 13:55:O0+0O,2O13-08-19 14:54:59+O0,200.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
637,33167,2013-O8-19 16:55:00+00,2O13-O8-19 2O:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
638,33168,2013-O8-19 14:55:00+0O,2O13-O8/19 16:55:00+00,,,CONVECTIVE,NONE,SIGMET,,
639,33169,2O13/08-19 09:45:0O+00,2013-08/19 15:44:59+O0,,,TURB,MOD,AIRMET,0.0,0.0
640,33170,2013-08-19 15:45:00+00,2013-O8-19 22:0O:0O+0O,,,TURB,MOD,AIRMET,0.0,0.0
